dataSize,responseTime
1500,9.0705
1500,1.6172
1500,3.5605
1500,1.6532
1500,1.5960
1500,61.1749
1500,10.1764
1500,10.2878
1500,10.3822
1500,10.4040
1500,10.7719
1500,13.6663
1500,10.9806
1500,11.5307
1500,11.4813
1500,11.6146
1500,11.7132
1500,11.6968
1500,11.6403
1500,11.7114
1500,11.8340
1500,11.7264
1500,12.0040
1500,12.2715
1500,14.8964
1500,14.9360
1500,12.1231
1500,12.6096
1500,14.6380
1500,14.8305
1500,14.8006
1500,15.0303
1500,15.0872
1500,13.1775
1500,14.8973
1500,15.6375
1500,15.8038
1500,13.3276
1500,15.2794
1500,15.3055
1500,15.7955
1500,9.9448
1500,15.3799
1500,15.3921
1500,15.7289
1500,15.3908
1500,15.7843
1500,15.9280
1500,15.7867
1500,15.8274
1500,15.4337
1500,11.1040
1500,1.2127
1500,1.3861
1500,1.4092
1500,65.3942
1500,10.9400
1500,12.1051
1500,12.2700
1500,6.6746
1500,6.7279
1500,6.7314
1500,6.6927
1500,6.4451
1500,6.8815
1500,6.8402
1500,6.7763
1500,6.7190
1500,6.9189
1500,6.9403
1500,6.7207
1500,6.7235
1500,7.5499
1500,7.3158
1500,7.5250
1500,7.7178
1500,8.1240
1500,8.7642
1500,8.8170
1500,8.8747
1500,8.9325
1500,9.1233
1500,9.0147
1500,9.0842
1500,8.9709
1500,9.0274
1500,9.2077
1500,9.1814
1500,8.9198
1500,8.9358
1500,8.9584
1500,8.9813
1500,8.9493
1500,9.0127
1500,8.9632
1500,8.9965
1500,9.0117
1500,8.9956
1500,9.1125
1500,8.9874
1500,9.8511
1500,1.0587
1500,1.1015
1500,1.1793
1500,1.2837
1500,57.7209
1500,10.6117
1500,11.6765
1500,11.6595
1500,10.7548
1500,10.5508
1500,11.6664
1500,10.5669
1500,11.6868
1500,10.5310
1500,11.6417
1500,12.0450
1500,10.8659
1500,11.1198
1500,11.7206
1500,12.0077
1500,12.1530
1500,12.3072
1500,11.1068
1500,11.1222
1500,12.2880
1500,12.2444
1500,12.2483
1500,12.0442
1500,12.0609
1500,11.4448
1500,11.3833
1500,14.0012
1500,13.7662
1500,13.9974
1500,14.8911
1500,14.0661
1500,11.4963
1500,11.5076
1500,11.5583
1500,6.6459
1500,11.4791
1500,11.6190
1500,12.5035
1500,11.5923
1500,10.3354
1500,11.4970
1500,11.6328
1500,11.4478
1500,11.5112
1500,11.7854
1500,1.2396
1500,1.4475
1500,1.8681
1500,2.4110
1500,50.4549
1500,13.6196
1500,15.9074
1500,18.2150
1500,10.4168
1500,13.9355
1500,9.9018
1500,18.3375
1500,14.4552
1500,15.8318
1500,10.3675
1500,12.3172
1500,13.8374
1500,16.8895
1500,15.1570
1500,16.0500
1500,15.8611
1500,18.6967
1500,15.6539
1500,19.5680
1500,17.5951
1500,12.9080
1500,16.4180
1500,16.1815
1500,11.3906
1500,10.5089
1500,19.4556
1500,18.0651
1500,11.0133
1500,18.1233
1500,13.4038
1500,7.3611
1500,8.0757
1500,7.7826
1500,16.0214
1500,7.8613
1500,7.8002
1500,7.9536
1500,8.1825
1500,8.3662
1500,8.1002
1500,8.2314
1500,8.2605
1500,8.2320
1500,8.6620
1500,8.7158
1500,2.1676
1500,1.3178
1500,3.1220
1500,1.5479
1500,58.5327
1500,5.3816
1500,6.3484
1500,6.4231
1500,6.3968
1500,6.3032
1500,6.8378
1500,6.7882
1500,10.1283
1500,10.1879
1500,10.5655
1500,10.0240
1500,10.7517
1500,10.0358
1500,10.5666
1500,12.0530
1500,11.7250
1500,9.9147
1500,11.2543
1500,9.8427
1500,9.8198
1500,9.8673
1500,1.7426
1500,11.3296
1500,11.5792
1500,9.9040
1500,11.6373
1500,9.9395
1500,9.9268
1500,10.9038
1500,11.9787
1500,10.5332
1500,10.8043
1500,11.5251
1500,11.9983
1500,11.6170
1500,11.8560
1500,10.0578
1500,13.1712
1500,13.6701
1500,13.3133
1500,13.5854
1500,13.0653
1500,12.6097
1500,13.0270
1500,13.1923
1500,12.1088
1500,1.0780
1500,1.5797
1500,1.2631
1500,48.1794
1500,3.1723
1500,3.1704
1500,3.2419
1500,3.2456
1500,3.2712
1500,1.5750
1500,1.6737
1500,0.9266
1500,0.9910
1500,0.9554
1500,1.0294
